timestamp,agente,tipo,nombre,empresa,email,nicho,ciudad,asunto,palabras,status,informe
2026-04-27T12:39:02.527130,Mateo,PRIMER CONTACTO,,DentiOral - Sede Belén,info@dentioral.com,odontologos,Medellin,algo que noté en DentiOral Sede Belén,131,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_dentioral___sede_bel_20260427_1238.html
2026-04-27T12:41:31.639940,Mateo,PRIMER CONTACTO,,Sanadent Odontólogos - La Mejor Clínica Dental en Medellín,mercadeo@sanadentodontologos.com.co,odontologos,Medellin,Una pregunta sobre Sanadent y sus citas digitales,122,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_sanadent_odontólogos_20260427_1241.html
2026-04-27T12:43:59.127697,Mateo,PRIMER CONTACTO,,Clínica Dental Home,info@clinicadentalhome.net,odontologos,Medellin,algo que noté en Clínica Dental Home,117,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_clínica_dental_home_20260427_1243.html
2026-04-27T12:46:21.170806,Mateo,PRIMER CONTACTO,,Odontoespecialistas,gerencia@odontoespecialistas.com,odontologos,Medellin,Una pregunta sobre los pacientes de Odontoespecialistas,107,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_odontoespecialistas_20260427_1246.html
2026-04-27T12:48:31.281853,Mateo,PRIMER CONTACTO,,Royal Dental Care,royaldentalcaremed@gmail.com,odontologos,Medellin,Una pregunta sobre el sitio de Royal Dental,119,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_royal_dental_care_20260427_1248.html
2026-04-27T12:51:18.330594,Mateo,PRIMER CONTACTO,,Oral Studio,info@oralstudio.com.co,odontologos,Medellin,algo que noté en Oral Studio,123,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_oral_studio_20260427_1251.html
2026-04-27T16:57:28.100371,José,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com,90,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1657.html
2026-04-27T16:57:28.796090,José,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com,85,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1657.html
2026-04-27T16:57:29.431159,Mateo,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com,119,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1657.html
2026-04-27T16:57:30.395043,Mateo,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com,117,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1657.html
2026-04-27T16:57:48.209052,Mateo,PRIMER CONTACTO,,,info@oralflex.com.co,odontologos,Medellin,algo que noté en oralflex.com.co,115,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1657.html
2026-04-27T16:57:48.762794,José,PRIMER CONTACTO,,,info@oralflex.com.co,odontologos,Medellin,algo que noté en oralflex.com.co,80,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1657.html
2026-04-27T16:57:49.030061,José,PRIMER CONTACTO,,,info@oralflex.com.co,odontologos,Medellin,algo que noté en oralflex.com.co,93,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1657.html
2026-04-27T16:57:49.561070,Mateo,PRIMER CONTACTO,,,info@oralflex.com.co,odontologos,Medellin,algo que noté en oralflex.com.co,108,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1657.html
2026-04-27T16:58:02.191197,Mateo,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com,121,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1657.html
2026-04-27T16:58:02.201479,José,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com,106,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1657.html
2026-04-27T16:58:03.755955,Mateo,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com,92,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1657.html
2026-04-27T16:58:04.430662,José,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com,100,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1657.html
2026-04-27T16:59:19.621543,José,PRIMER CONTACTO,,,info@oralflex.com.co,odontologos,Medellin,algo que noté en oralflex.com.co,100,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1659.html
2026-04-27T16:59:27.574628,Mateo,PRIMER CONTACTO,,,info@oralflex.com.co,odontologos,Medellin,algo que noté en oralflex.com.co,113,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1659.html
2026-04-27T16:59:30.994313,José,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com,108,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1659.html
2026-04-27T16:59:39.581746,Mateo,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com,113,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1659.html
2026-04-27T16:59:40.690236,José,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com,76,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1659.html
2026-04-27T16:59:51.384087,Mateo,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com,114,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1659.html
2026-04-27T16:59:55.724184,José,PRIMER CONTACTO,,,info@oralflex.com.co,odontologos,Medellin,algo que noté en oralflex.com.co,99,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1659.html
2026-04-27T17:00:02.901298,Mateo,PRIMER CONTACTO,,,info@oralflex.com.co,odontologos,Medellin,algo que noté en oralflex.com.co,112,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1659.html
2026-04-27T17:00:06.676320,José,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com Medellín,84,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1659.html
2026-04-27T17:00:15.453925,Mateo,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com,112,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1700.html
2026-04-27T17:00:17.692057,José,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com,95,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1700.html
2026-04-27T17:00:27.039292,Mateo,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com,104,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1700.html
2026-04-27T17:01:12.053393,José,PRIMER CONTACTO,,,info@oralflex.com.co,odontologos,Medellin,algo que noté en oralflex.com.co,74,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1701.html
2026-04-27T17:01:24.427134,Mateo,PRIMER CONTACTO,,,info@oralflex.com.co,odontologos,Medellin,algo que noté en oralflex.com.co,117,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1701.html
2026-04-27T17:02:10.155759,José,PRIMER CONTACTO,,,gerencia@odontoss.com,odontologos,Medellin,Pacientes buscando dentista en Medellín sin encontrarlos,61,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1702.html
2026-04-27T17:02:12.523692,Mateo,PRIMER CONTACTO,,,info@oralflex.com.co,odontologos,Medellin,algo que noté en oralflex.com.co,116,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1702.html
2026-04-27T17:02:19.342495,Mateo,PRIMER CONTACTO,,,gerencia@odontoss.com,odontologos,Medellin,Una pregunta sobre su clínica en Medellín,115,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1702.html
2026-04-27T17:02:23.037313,José,PRIMER CONTACTO,,,gerencia@odontoss.com,odontologos,Medellin,Una pregunta sobre su clínica en Medellín,107,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1702.html
2026-04-27T17:02:23.259797,José,PRIMER CONTACTO,,,info@oralflex.com.co,odontologos,Medellin,algo que noté en oralflex.com.co,98,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1702.html
2026-04-27T17:02:28.046575,Mateo,PRIMER CONTACTO,,,gerencia@odontoss.com,odontologos,Medellin,Una pregunta sobre su clínica en Medellín,106,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1702.html
2026-04-27T17:02:32.886129,Mateo,PRIMER CONTACTO,,,gerencia@odontoss.com,odontologos,Medellin,Una pregunta sobre su clínica en Medellín,110,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1702.html
2026-04-27T17:02:36.301342,José,PRIMER CONTACTO,,,gerencia@odontoss.com,odontologos,Medellin,Una pregunta sobre su clínica en Medellín,81,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1702.html
2026-04-27T17:02:44.363130,Mateo,PRIMER CONTACTO,,,gerencia@odontoss.com,odontologos,Medellin,Una pregunta sobre su clínica en Medellín,116,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1702.html
2026-04-27T17:02:49.194715,José,PRIMER CONTACTO,,,gerencia@odontoss.com,odontologos,Medellin,Una pregunta sobre su clínica en Medellín,99,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1702.html
2026-04-27T17:04:41.801797,José,PRIMER CONTACTO,,Odontología Avanzada Medellín,contacto@odontologiamedellin.com,odontologos,Medellin,algo que noté en Odontología Avanzada Medellín,86,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_odontología_avanzada_20260427_1704.html
2026-04-27T17:05:00.940534,Mateo,PRIMER CONTACTO,,Odontología Avanzada Medellín,contacto@odontologiamedellin.com,odontologos,Medellin,El paciente de EE.UU. que mencionan en su web,126,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_odontología_avanzada_20260427_1704.html
2026-04-27T17:05:06.618089,José,PRIMER CONTACTO,,Odontología Avanzada Medellín,contacto@odontologiamedellin.com,odontologos,Medellin,El paciente de Estados Unidos que mencionan en su sitio,84,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_odontología_avanzada_20260427_1704.html
2026-04-27T17:05:20.373499,Mateo,PRIMER CONTACTO,,Odontología Avanzada Medellín,contacto@odontologiamedellin.com,odontologos,Medellin,El testimonio de su paciente de Estados Unidos,126,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_odontología_avanzada_20260427_1705.html
2026-04-27T17:06:13.844514,Mateo,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com,114,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1706.html
2026-04-27T17:06:23.056666,José,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com,88,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1706.html
2026-04-27T17:06:36.061372,Mateo,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com,111,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1706.html
2026-04-27T17:06:50.805201,José,PRIMER CONTACTO,,,info@losodontologos.com,odontologos,Medellin,algo que noté en losodontologos.com,92,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1706.html
2026-04-27T17:07:54.961061,Mateo,PRIMER CONTACTO,,,info@oralflex.com.co,odontologos,Medellin,algo que noté en oralflex.com.co,111,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1707.html
2026-04-27T17:08:18.115717,José,PRIMER CONTACTO,,,info@oralflex.com.co,odontologos,Medellin,algo que noté en oralflex.com.co,99,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1708.html
2026-04-27T17:08:30.667370,José,PRIMER CONTACTO,,,info@oralflex.com.co,odontologos,Medellin,algo que noté en oralflex.com.co,94,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1708.html
2026-04-27T17:08:38.113121,Mateo,PRIMER CONTACTO,,,info@oralflex.com.co,odontologos,Medellin,algo que noté en oralflex.com.co,125,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe__20260427_1708.html
2026-04-27T17:09:20.582704,Mateo,PRIMER CONTACTO,,Odontología de Paola Alvarez,paoka57@hotmail.com,odontologos,Medellin,"Paola, vi algo raro en tu Instagram",96,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_odontología_de_paola_20260427_1709.html
2026-04-27T17:10:14.860144,José,PRIMER CONTACTO,,Odontología de Paola Alvarez,paoka57@hotmail.com,odontologos,Medellin,"Paola, vi algo raro en tu Instagram",96,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_odontología_de_paola_20260427_1710.html
2026-04-27T17:10:18.783081,José,PRIMER CONTACTO,,Odontología de Paola Alvarez,paoka57@hotmail.com,odontologos,Medellin,"Paola, vi algo raro en tu Instagram",83,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_odontología_de_paola_20260427_1710.html
2026-04-27T17:10:43.095163,Mateo,PRIMER CONTACTO,,Odontología de Paola Alvarez,paoka57@hotmail.com,odontologos,Medellin,"Paola, vi algo raro en tu Instagram",108,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_odontología_de_paola_20260427_1710.html
2026-04-27T17:11:32.166413,José,PRIMER CONTACTO,,Smile Natural Studio | Clínica & Spa Odontológico,smilenaturalstudio@gmail.com,odontologos,Medellin,algo que noté en Smile Natural Studio,89,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_smile_natural_studio_20260427_1711.html
2026-04-27T17:11:47.145486,Mateo,PRIMER CONTACTO,,Smile Natural Studio | Clínica & Spa Odontológico,smilenaturalstudio@gmail.com,odontologos,Medellin,algo que noté en Smile Natural Studio,109,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_smile_natural_studio_20260427_1711.html
2026-04-27T17:12:16.054179,Mateo,PRIMER CONTACTO,,Smile Natural Studio | Clínica & Spa Odontológico,smilenaturalstudio@gmail.com,odontologos,Medellin,algo que noté en Smile Natural Studio,131,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_smile_natural_studio_20260427_1712.html
2026-04-27T17:12:39.311519,José,PRIMER CONTACTO,,Smile Natural Studio | Clínica & Spa Odontológico,smilenaturalstudio@gmail.com,odontologos,Medellin,algo que noté en Smile Natural Studio,91,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_smile_natural_studio_20260427_1712.html
2026-04-27T17:13:18.776947,José,PRIMER CONTACTO,,Dr. Mauricio Arias - Odontólogo Experto en Medellín English Dentist,info@mauricioariasexperience.com,odontologos,Medellin,"algo que noté en tu consultorio, Mauricio",93,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_dr__mauricio_arias___20260427_1713.html
2026-04-27T17:13:25.387301,Mateo,PRIMER CONTACTO,,Dr. Mauricio Arias - Odontólogo Experto en Medellín English Dentist,info@mauricioariasexperience.com,odontologos,Medellin,"algo que noté en tu consultorio online, Mauricio",116,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_dr__mauricio_arias___20260427_1713.html
2026-04-27T17:14:23.283431,Mateo,PRIMER CONTACTO,,Dr. Mauricio Arias - Odontólogo Experto en Medellín English Dentist,info@mauricioariasexperience.com,odontologos,Medellin,algo que noté en tu consultorio digital,112,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_dr__mauricio_arias___20260427_1714.html
2026-04-27T17:14:23.590385,José,PRIMER CONTACTO,,Dr. Mauricio Arias - Odontólogo Experto en Medellín English Dentist,info@mauricioariasexperience.com,odontologos,Medellin,"algo que noté en tu consultorio, Dr. Arias",84,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_dr__mauricio_arias___20260427_1714.html
2026-04-27T17:14:44.067508,José,PRIMER CONTACTO,,Odontologos en Medellin,info@odontologoenmedellin.com,odontologos,Medellin,algo que noté en Odontologos en Medellin,89,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_odontologos_en_medel_20260427_1714.html
2026-04-27T17:14:52.011932,Mateo,PRIMER CONTACTO,,Odontologos en Medellin,info@odontologoenmedellin.com,odontologos,Medellin,algo que noté en Odontologos en Medellin,101,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_odontologos_en_medel_20260427_1714.html
2026-04-27T17:15:56.035428,José,PRIMER CONTACTO,,Odontologos en Medellin,info@odontologoenmedellin.com,odontologos,Medellin,algo que noté en Odontologos en Medellin,89,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_odontologos_en_medel_20260427_1715.html
2026-04-27T17:16:25.540033,Mateo,PRIMER CONTACTO,,Odontologos en Medellin,info@odontologoenmedellin.com,odontologos,Medellin,algo que noté en Odontologos en Medellin,119,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_odontologos_en_medel_20260427_1716.html
2026-04-27T17:16:34.696789,Mateo,PRIMER CONTACTO,,DentiOral - Sede Belén,info@dentioral.com,odontologos,Medellin,algo que noté en DentiOral Sede Belén,126,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_dentioral___sede_bel_20260427_1716.html
2026-04-27T17:16:34.771211,José,PRIMER CONTACTO,,DentiOral - Sede Belén,info@dentioral.com,odontologos,Medellin,algo que noté en DentiOral Sede Belén,89,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_dentioral___sede_bel_20260427_1716.html
2026-04-27T17:17:28.176163,José,PRIMER CONTACTO,,DentiOral - Sede Belén,info@dentioral.com,odontologos,Medellin,algo que noté en DentiOral Sede Belén,87,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_dentioral___sede_bel_20260427_1717.html
2026-04-27T17:18:03.663961,Mateo,PRIMER CONTACTO,,DentiOral - Sede Belén,info@dentioral.com,odontologos,Medellin,algo que noté en DentiOral Sede Belén,129,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_dentioral___sede_bel_20260427_1717.html
2026-04-27T17:18:10.856151,José,PRIMER CONTACTO,,Sanadent Odontólogos - La Mejor Clínica Dental en Medellín,mercadeo@sanadentodontologos.com.co,odontologos,Medellin,Una pregunta sobre Sanadent y sus citas digitales,92,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_sanadent_odontólogos_20260427_1718.html
2026-04-27T17:18:14.610830,Mateo,PRIMER CONTACTO,,Sanadent Odontólogos - La Mejor Clínica Dental en Medellín,mercadeo@sanadentodontologos.com.co,odontologos,Medellin,Una pregunta sobre Sanadent y sus citas digitales,126,ERROR,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_sanadent_odontólogos_20260427_1718.html
2026-04-27T17:19:48.709912,José,PRIMER CONTACTO,,Sanadent Odontólogos - La Mejor Clínica Dental en Medellín,mercadeo@sanadentodontologos.com.co,odontologos,Medellin,Una pregunta sobre Sanadent y sus citas digitales,94,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_sanadent_odontólogos_20260427_1719.html
2026-04-27T17:19:50.900111,Mateo,PRIMER CONTACTO,,Sanadent Odontólogos - La Mejor Clínica Dental en Medellín,mercadeo@sanadentodontologos.com.co,odontologos,Medellin,Una pregunta sobre Sanadent y sus citas digitales,123,ENVIADO,C:\Users\jose-\Downloads\IM-COMPLETO\reports\informe_sanadent_odontólogos_20260427_1719.html
